fullName,country,politicalGroup,id,nationalPoliticalGroup,party
Maria NOICHL,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124836,sozialdemokratischeparteideutschlands,S&D
Carina OHLSSON,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,237779,socialdemokraterna,S&D
Juozas OLEKAS,Lithuania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197838,lietuvossocialdemokratupartija,S&D
Demetris PAPADAKIS,Cyprus,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124692,movementforsocialdemocracyedek,S&D
Nikos PAPANDREOU,Greece,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,244571,pasokkinal,S&D
Tsvetelina PENKOVA,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197845,bulgariansocialistparty,S&D
Pina PICIERNO,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124846,partitodemocratico,S&D
Tonino PICULA,Croatia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,112744,socijaldemokratskapartijahrvatske,S&D
Giuliano PISAPIA,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197590,independent,S&D
Rovana PLUMB,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,38595,partidulsocialdemocrat,S&D
Evelyn REGNER,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96998,sozialdemokratischeparteiosterreichs,S&D
René REPASI,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,229839,sozialdemokratischeparteideutschlands,S&D
Thijs REUTEN,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,218347,partijvandearbeid,S&D
Franco ROBERTI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197801,partitodemocratico,S&D
Inma RODRÍGUEZ-PIÑERO,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,125043,partidosocialistaobreroespanol,S&D
Sándor RÓNAI,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197584,demokratikuskoalicio,S&D
Daniela RONDINELLI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197792,partitodemocratico,S&D
Marcos ROS SEMPERE,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,204413,partidosocialistaobreroespanol,S&D
Thomas RUDNER,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,245858,sozialdemokratischeparteideutschlands,S&D
Domènec RUIZ DEVESA,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,127096,partidosocialistaobreroespanol,S&D
Nacho SÁNCHEZ AMOR,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197722,partidosocialistaobreroespanol,S&D
Alfred SANT,Malta,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124781,partitlaburista,S&D
Isabel SANTOS,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197650,partidosocialista,S&D
Christel SCHALDEMOSE,Denmark,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,37312,socialdemokratiet,S&D
Andreas SCHIEDER,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197670,sozialdemokratischeparteiosterreichs,S&D
Joachim SCHUSTER,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124837,sozialdemokratischeparteideutschlands,S&D
Günther SIDL,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197677,sozialdemokratischeparteiosterreichs,S&D
Pedro SILVA PEREIRA,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124747,partidosocialista,S&D
Birgit SIPPEL,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96932,sozialdemokratischeparteideutschlands,S&D
Sergei STANISHEV,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124852,bulgariansocialistparty,S&D
Paul TANG,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,125020,partijvandearbeid,S&D
Vera TAX,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197756,partijvandearbeid,S&D
Irene TINAGLI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197591,partitodemocratico,S&D
Patrizia TOIA,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,28340,partitodemocratico,S&D
Mihai TUDOSE,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,198183,partidulsocialdemocrat,S&D
István UJHELYI,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124705,eselykozosseg,S&D
Nils UŠAKOVS,Latvia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197810,saskanasocialdemokratiskapartija,S&D
Kathleen VAN BREMPT,Belgium,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,5729,vooruit,S&D
Achille VARIATI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,239257,partitodemocratico,S&D
Marianne VIND,Denmark,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,199941,socialdemokratiet,S&D
Petar VITANOV,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197844,bulgariansocialistparty,S&D
Tiemo WÖLKEN,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,185619,sozialdemokratischeparteideutschlands,S&D
Lara WOLTERS,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,5392,partijvandearbeid,S&D
Theodoros ZAGORAKIS,Greece,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,125067,independent,S&D
Carlos ZORRINHO,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124739,partidosocialista,S&D
Alviina ALAMETSÄ,Finland,Group of the Greens/European Free Alliance,204335,vihrealiitto,VERTS/ALE
François ALFONSI,France,Group of the Greens/European Free Alliance,96750,regionsetpeuplessolidaires,VERTS/ALE
Rasmus ANDRESEN,Germany,Group of the Greens/European Free Alliance,197448,bundnis90diegrunen,VERTS/ALE
Margrete AUKEN,Denmark,Group of the Greens/European Free Alliance,28161,socialistiskfolkeparti,VERTS/ALE
Benoît BITEAU,France,Group of the Greens/European Free Alliance,197512,generationecologie,VERTS/ALE
Michael BLOSS,Germany,Group of the Greens/European Free Alliance,197449,bundnis90diegrunen,VERTS/ALE
Damian BOESELAGER,Germany,Group of the Greens/European Free Alliance,197439,volt,VERTS/ALE
Patrick BREYER,Germany,Group of the Greens/European Free Alliance,197431,piratenparteideutschland,VERTS/ALE
Saskia BRICMONT,Belgium,Group of the Greens/European Free Alliance,197470,ecologistesconfederespourlorganisationdeluttesoriginales,VERTS/ALE
Reinhard BÜTIKOFER,Germany,Group of the Greens/European Free Alliance,96739,bundnis90diegrunen,VERTS/ALE
Damien CARÊME,France,Group of the Greens/European Free Alliance,197574,generationecologie,VERTS/ALE
Anna CAVAZZINI,Germany,Group of the Greens/European Free Alliance,86793,bundnis90diegrunen,VERTS/ALE
David CORMAND,France,Group of the Greens/European Free Alliance,197503,generationecologie,VERTS/ALE
Ignazio CORRAO,Italy,Group of the Greens/European Free Alliance,124856,independent,VERTS/ALE
Ciarán CUFFE,Ireland,Group of the Greens/European Free Alliance,197654,greenparty,VERTS/ALE
Jakop G. DALUNDE,Sweden,Group of the Greens/European Free Alliance,183338,miljopartietdegrona,VERTS/ALE
Rosa D'AMATO,Italy,Group of the Greens/European Free Alliance,124835,independent,VERTS/ALE
Gwendoline DELBOS-CORFIELD,France,Group of the Greens/European Free Alliance,197531,generationecologie,VERTS/ALE
Karima DELLI,France,Group of the Greens/European Free Alliance,96868,generationecologie,VERTS/ALE
Anna DEPARNAY-GRUNENBERG,Germany,Group of the Greens/European Free Alliance,197453,bundnis90diegrunen,VERTS/ALE
Bas EICKHOUT,Netherlands,Group of the Greens/European Free Alliance,96725,groenlinks,VERTS/ALE
Romeo FRANZ,Germany,Group of the Greens/European Free Alliance,193273,bundnis90diegrunen,VERTS/ALE
Daniel FREUND,Germany,Group of the Greens/European Free Alliance,106936,bundnis90diegrunen,VERTS/ALE
Alexandra GEESE,Germany,Group of the Greens/European Free Alliance,183916,bundnis90diegrunen,VERTS/ALE
Markéta GREGOROVÁ,Czechia,Group of the Greens/European Free Alliance,197549,pirati,VERTS/ALE
Claude GRUFFAT,France,Group of the Greens/European Free Alliance,204420,generationecologie,VERTS/ALE
Francisco GUERREIRO,Portugal,Group of the Greens/European Free Alliance,197645,independente,VERTS/ALE
Henrike HAHN,Germany,Group of the Greens/European Free Alliance,197457,bundnis90diegrunen,VERTS/ALE
Martin HÄUSLING,Germany,Group of the Greens/European Free Alliance,96752,bundnis90diegrunen,VERTS/ALE
Heidi HAUTALA,Finland,Group of the Greens/European Free Alliance,2054,vihrealiitto,VERTS/ALE
Pierrette HERZBERGER-FOFANA,Germany,Group of the Greens/European Free Alliance,197459,bundnis90diegrunen,VERTS/ALE
Pär HOLMGREN,Sweden,Group of the Greens/European Free Alliance,197398,miljopartietdegrona,VERTS/ALE
Stasys JAKELIŪNAS,Lithuania,Group of the Greens/European Free Alliance,197837,independent,VERTS/ALE
Ska KELLER,Germany,Group of the Greens/European Free Alliance,96734,bundnis90diegrunen,VERTS/ALE
Petros KOKKALIS,Greece,Group of the Greens/European Free Alliance,197743,kosmos,VERTS/ALE
Marcel KOLAJA,Czechia,Group of the Greens/European Free Alliance,197546,pirati,VERTS/ALE
Alice KUHNKE,Sweden,Group of the Greens/European Free Alliance,197395,miljopartietdegrona,VERTS/ALE
Sergey LAGODINSKY,Germany,Group of the Greens/European Free Alliance,197460,bundnis90diegrunen,VERTS/ALE
Philippe LAMBERTS,Belgium,Group of the Greens/European Free Alliance,96648,ecologistesconfederespourlorganisationdeluttesoriginales,VERTS/ALE
Katrin LANGENSIEPEN,Germany,Group of the Greens/European Free Alliance,197461,bundnis90diegrunen,VERTS/ALE
Erik MARQUARDT,Germany,Group of the Greens/European Free Alliance,197462,bundnis90diegrunen,VERTS/ALE
Lydie MASSARD,France,Group of the Greens/European Free Alliance,249285,regionsetpeuplessolidaires,VERTS/ALE
Sara MATTHIEU,Belgium,Group of the Greens/European Free Alliance,208722,groen,VERTS/ALE
Tilly METZ,Luxembourg,Group of the Greens/European Free Alliance,193292,deigrenglesverts,VERTS/ALE
Ana MIRANDA,Spain,Group of the Greens/European Free Alliance,24942,bloquenacionalistagalego,VERTS/ALE
Hannah NEUMANN,Germany,Group of the Greens/European Free Alliance,197464,bundnis90diegrunen,VERTS/ALE
Niklas NIENASS,Germany,Group of the Greens/European Free Alliance,197465,bundnis90diegrunen,VERTS/ALE
Ville NIINISTÖ,Finland,Group of the Greens/European Free Alliance,197802,vihrealiitto,VERTS/ALE
Grace O'SULLIVAN,Ireland,Group of the Greens/European Free Alliance,197889,greenparty,VERTS/ALE
Jan OVELGÖNNE,Germany,Group of the Greens/European Free Alliance,232843,bundnis90diegrunen,VERTS/ALE
Jutta PAULUS,Germany,Group of the Greens/European Free Alliance,197466,bundnis90diegrunen,VERTS/ALE
Piernicola PEDICINI,Italy,Group of the Greens/European Free Alliance,124844,independent,VERTS/ALE
Mikuláš PEKSA,Czechia,Group of the Greens/European Free Alliance,197539,pirati,VERTS/ALE
Kira Marie PETER-HANSEN,Denmark,Group of the Greens/European Free Alliance,197573,socialistiskfolkeparti,VERTS/ALE
Terry REINTKE,Germany,Group of the Greens/European Free Alliance,103381,bundnis90diegrunen,VERTS/ALE
Diana RIBA I GINER,Spain,Group of the Greens/European Free Alliance,197832,esquerrarepublicanadecatalunya,VERTS/ALE
Manuela RIPA,Germany,Group of the Greens/European Free Alliance,206158,okologischdemokratischepartei,VERTS/ALE
Caroline ROOSE,France,Group of the Greens/European Free Alliance,197506,generationecologie,VERTS/ALE
Bronis ROPĖ,Lithuania,Group of the Greens/European Free Alliance,125214,lietuvosvalstieciuirzaliujusajunga,VERTS/ALE
Mounir SATOURI,France,Group of the Greens/European Free Alliance,197500,generationecologie,VERTS/ALE
Nico SEMSROTT,Germany,Group of the Greens/European Free Alliance,197423,independent,VERTS/ALE
Jordi SOLÉ,Spain,Group of the Greens/European Free Alliance,185974,esquerrarepublicanadecatalunya,VERTS/ALE
Sylwia SPUREK,Poland,Group of the Greens/European Free Alliance,197550,independent,VERTS/ALE
Nicolae ŞTEFĂNUȚĂ,Romania,Group of the Greens/European Free Alliance,58766,independent,VERTS/ALE
Tineke STRIK,Netherlands,Group of the Greens/European Free Alliance,197772,groenlinks,VERTS/ALE
François THIOLLET,France,Group of the Greens/European Free Alliance,250918,generationecologie,VERTS/ALE
Marie TOUSSAINT,France,Group of the Greens/European Free Alliance,97236,generationecologie,VERTS/ALE
Monika VANA,Austria,Group of the Greens/European Free Alliance,124934,diegrunendiegrunealternative,VERTS/ALE
Kim VAN SPARRENTAK,Netherlands,Group of the Greens/European Free Alliance,197870,groenlinks,VERTS/ALE
Viola VON CRAMON-TAUBADEL,Germany,Group of the Greens/European Free Alliance,197451,bundnis90diegrunen,VERTS/ALE
Thomas WAITZ,Austria,Group of the Greens/European Free Alliance,190464,diegrunendiegrunealternative,VERTS/ALE
Sarah WIENER,Austria,Group of the Greens/European Free Alliance,197675,diegrunendiegrunealternative,VERTS/ALE
